distance_1,distance_10,distance_11,distance_2,distance_3,distance_4,distance_5,distance_6,distance_7,distance_8,distance_9,eta_1,eta_10,eta_11,eta_2,eta_3,eta_4,eta_5,eta_6,eta_7,eta_8,eta_9,plan_time,price_1,price_10,price_11,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,sessionID,system_recommended_mode
18497.0,,,,18753.0,18753.0,,,16468.0,,,5886.0,,,,3339.0,3639.0,,,4178.0,,,2018-11-16 19:56:33,600.0,,,,,6200.0,,,600.0,,,3095860,7
,29241.0,,,27727.0,27727.0,,,29837.0,,,,3998.0,,,2196.0,2436.0,,,4168.0,,,2018-10-08 16:35:32,,2700.0,,,,7500.0,,,800.0,,,137584,7
1698.0,,,,3310.0,3310.0,1689.0,1692.0,,,,1546.0,,,,637.0,817.0,1525.0,509.0,,,,2018-10-31 10:20:11,200.0,,,,,1300.0,,,,,,75934,1
4912.0,,,,4877.0,4877.0,4704.0,4781.0,,,,2907.0,,,,738.0,918.0,4320.0,1446.0,,,,2018-10-19 15:05:22,200.0,,,,,1300.0,,,,,,2180075,4
,,,,68318.0,68318.0,,,69465.0,,,,,,,6113.0,6293.0,,,11684.0,,,2018-10-01 10:02:40,,,,,,21500.0,,,1300.0,,,756966,7
,,,,1198.0,1198.0,1106.0,1001.0,,,,,,,,655.0,775.0,947.0,302.0,,,,2018-10-21 09:48:33,,,,,,1300.0,,,,,,2708233,5
3617.0,,,4883.0,4392.0,4392.0,3328.0,3162.0,,,4962.0,1996.0,,,1616.0,779.0,1019.0,2914.0,951.0,,,1478.0,2018-11-11 08:33:33,200.0,,,300.0,,1400.0,,,,,300.0,609066,2
9630.0,,,,7613.0,7613.0,,6897.0,,,,4027.0,,,,917.0,1037.0,,2085.0,,,,2018-10-14 07:58:05,400.0,,,,,2200.0,,,,,,2019255,1
7624.0,,,7621.0,7914.0,7914.0,,7368.0,,,7891.0,3311.0,,,2519.0,1377.0,1677.0,,2224.0,,,2098.0,2018-11-21 16:05:46,400.0,,,300.0,,2400.0,,,,,300.0,3169007,2
40917.0,,,46286.0,41908.0,41908.0,,,,,,7153.0,,,6402.0,3794.0,4094.0,,,,,,2018-10-21 14:02:51,1000.0,,,700.0,,13600.0,,,,,,2696266,2
972.0,,,,642.0,,730.0,730.0,,,,830.0,,,,98.0,,655.0,220.0,,,,2018-10-06 17:47:02,200.0,,,,,,,,,,,2932639,5
,,,17069.0,16763.0,16763.0,,,17804.0,,17281.0,,,,3427.0,2709.0,2889.0,,,4222.0,,3335.0,2018-11-13 11:18:01,,,,500.0,,4300.0,,,600.0,,500.0,1926354,2
,,,24556.0,26913.0,26913.0,,,,,,,,,3561.0,4759.0,4939.0,,,,,,2018-10-28 16:58:43,,,,600.0,,9500.0,,,,,,642257,2
7150.0,,,,7289.0,7289.0,,7158.0,7851.0,,8715.0,3450.0,,,,1466.0,1586.0,,2162.0,2932.0,,2367.0,2018-11-08 14:26:15,200.0,,,,,2100.0,,,500.0,,400.0,1094175,9
17390.0,,,15946.0,21123.0,21123.0,,,,,15946.0,4101.0,,,4115.0,3155.0,3395.0,,,,,3843.0,2018-10-24 13:36:58,400.0,,,500.0,,6300.0,,,,,500.0,972774,9
28716.0,29299.0,,,33102.0,33102.0,,,29805.0,,,7274.0,4341.0,,,3646.0,3886.0,,,5835.0,,,2018-11-10 08:53:45,700.0,2900.0,,,,8600.0,,,700.0,,,18007,10
,13236.0,,,9180.0,9180.0,,9327.0,13371.0,,12079.0,,2919.0,,,1944.0,2064.0,,2819.0,4110.0,,2948.0,2018-10-01 16:56:24,,1700.0,,,,3400.0,,,600.0,,400.0,782314,9
18340.0,26553.0,,,18454.0,18454.0,,,22843.0,,,5217.0,4244.0,,,2971.0,3151.0,,,4731.0,,,2018-10-15 14:25:05,500.0,1800.0,,,,5500.0,,,700.0,,,1189900,7
,,,1859.0,1046.0,1046.0,1413.0,1751.0,,,,,,,937.0,197.0,497.0,1237.0,526.0,,,,2018-10-01 12:13:19,,,,300.0,,1300.0,,,,,,751916,2
12541.0,,,,14343.0,14343.0,,,,,,4626.0,,,,1549.0,1849.0,,,,,,2018-10-03 17:53:08,400.0,,,,,3900.0,,,,,,1556453,1
,13234.0,,10645.0,11505.0,11505.0,,,11492.0,,11566.0,,2766.0,,2822.0,2111.0,2351.0,,,3656.0,,2387.0,2018-10-06 16:22:17,,1700.0,,400.0,,3800.0,,,600.0,,400.0,2914164,9
,,,37854.0,37609.0,37609.0,,,,,,,,,5042.0,5537.0,5717.0,,,,,,2018-11-23 17:45:43,,,,700.0,,14300.0,,,,,,570149,2
,,,,1082.0,,879.0,1095.0,,,,,,,,177.0,,751.0,330.0,,,,2018-10-13 11:38:59,,,,,,,,,,,,2268886,5
,,,17893.0,12335.0,12335.0,,,,,17937.0,,,,2577.0,2630.0,2810.0,,,,,2728.0,2018-10-18 18:33:26,,,,400.0,,5000.0,,,,,500.0,2739240,2
,,,13490.0,13024.0,13024.0,,,14047.0,,,,,,2677.0,1481.0,1601.0,,,3290.0,,,2018-11-09 10:52:57,,,,500.0,,3200.0,,,600.0,,,505225,2
,44322.0,,,38768.0,38768.0,,,42213.0,,,,5661.0,,,2802.0,3042.0,,,7293.0,,,2018-11-20 22:42:48,,4800.0,,,,12000.0,,,900.0,,,2203646,10
,11969.0,,,10962.0,10962.0,,,14712.0,,14602.0,,2403.0,,,1602.0,1782.0,,,3830.0,,3074.0,2018-10-26 12:56:23,,1700.0,,,,3100.0,,,600.0,,400.0,3097503,10
4596.0,,,,4628.0,4628.0,3403.0,4591.0,,,,2006.0,,,,559.0,739.0,2934.0,1390.0,,,,2018-10-12 17:28:59,200.0,,,,,1700.0,,,,,,2637912,4
10635.0,,14066.0,19462.0,11279.0,11279.0,,,,,,3194.0,,3876.0,3666.0,1334.0,1454.0,,,,,,2018-11-09 19:55:33,200.0,,600.0,500.0,,3300.0,,,,,,491042,1
,,,,510.0,,507.0,507.0,,,,,,,,219.0,,463.0,152.0,,,,2018-10-14 14:24:19,,,,,,,,,,,,1991648,5
,,,40767.0,42316.0,42316.0,,,41471.0,,,,,,4349.0,3514.0,3694.0,,,5199.0,,,2018-10-03 15:45:25,,,,700.0,,12400.0,,,900.0,,,1637591,2
17904.0,18731.0,,,18777.0,18777.0,,,21146.0,,18016.0,4880.0,3098.0,,,2900.0,3200.0,,,4215.0,,3463.0,2018-10-03 19:36:26,500.0,2300.0,,,,5000.0,,,700.0,,500.0,1575578,7
32750.0,,,,24887.0,24887.0,,,26226.0,,,10256.0,,,,2923.0,3103.0,,,7011.0,,,2018-10-12 06:40:09,700.0,,,,,8900.0,,,1400.0,,,2625658,3
18188.0,25663.0,,,16363.0,16363.0,,,22747.0,,,6331.0,3987.0,,,2374.0,2374.0,,,4912.0,,,2018-10-16 18:01:25,400.0,2300.0,,,,5700.0,,,700.0,,,3301205,7
16356.0,,,19535.0,15698.0,15698.0,,,,,19535.0,5856.0,,,3724.0,3428.0,3728.0,,,,,3425.0,2018-10-26 16:34:27,500.0,,,500.0,,6200.0,,,,,500.0,3135791,9
3114.0,,,,2626.0,2626.0,1637.0,1921.0,,,,1984.0,,,,443.0,443.0,1460.0,578.0,,,,2018-11-06 19:59:46,200.0,,,,,1300.0,,,,,,1288819,1
14161.0,,,,16129.0,16129.0,,,,,,6496.0,,,,1466.0,1706.0,,,,,,2018-11-27 13:31:47,600.0,,,,,4100.0,,,,,,1040144,1
,,,,3720.0,3720.0,1341.0,1795.0,,,,,,,,1133.0,1253.0,1147.0,540.0,,,,2018-10-18 13:47:40,,,,,,1300.0,,,,,,2757410,6
26847.0,,,,32581.0,32581.0,,,,,,10361.0,,,,4439.0,4559.0,,,,,,2018-10-13 15:10:21,600.0,,,,,8500.0,,,,,,2280429,3
,27989.0,,,31060.0,31060.0,,,30865.0,,29739.0,,3636.0,,,2871.0,2991.0,,,5571.0,,4133.0,2018-11-21 13:07:45,,2100.0,,,,8300.0,,,800.0,,600.0,3177827,10
12949.0,,,,13301.0,13301.0,,,13625.0,13131.0,,3574.0,,,,1676.0,1976.0,,,3328.0,2935.0,,2018-11-17 03:36:01,300.0,,,,,4000.0,,,500.0,1500.0,,2843993,4
,26699.0,,26533.0,23148.0,23148.0,,,,,,,4327.0,,3948.0,3272.0,3572.0,,,,,,2018-11-23 10:18:59,,2100.0,,600.0,,7100.0,,,,,,551416,2
,27831.0,,33133.0,24556.0,24556.0,,,,,,,3214.0,,3278.0,2185.0,2485.0,,,,,,2018-10-23 10:27:12,,2100.0,,600.0,,6200.0,,,,,,1688207,2
7379.0,,,,5933.0,5933.0,,7234.0,,,,2322.0,,,,638.0,878.0,,2188.0,,,,2018-11-04 18:33:33,200.0,,,,,1800.0,,,,,,1743158,1
45189.0,,,,43280.0,43280.0,,,49665.0,,49509.0,7774.0,,,,3904.0,3964.0,,,6407.0,,6390.0,2018-10-16 21:16:04,1300.0,,,,,14900.0,,,1300.0,,700.0,3305626,3
,,29710.0,,28111.0,28111.0,,,29708.0,,,,,4827.0,,3341.0,3461.0,,,5037.0,,,2018-10-27 09:51:25,,,800.0,,,8300.0,,,800.0,,,1511339,3
,,,18855.0,13165.0,13165.0,,,22971.0,,18808.0,,,,4888.0,2630.0,2810.0,,,6370.0,,3372.0,2018-11-01 14:46:21,,,,500.0,,5600.0,,,700.0,,500.0,2606731,9
3559.0,,,4250.0,8299.0,8299.0,3405.0,,,,,1975.0,,,1976.0,1043.0,1223.0,3057.0,,,,,2018-10-30 10:36:53,200.0,,,300.0,,1300.0,,,,,,2833556,1
17917.0,,,18903.0,11923.0,11923.0,,,,,,5330.0,,,4340.0,2718.0,2958.0,,,,,,2018-10-30 10:10:49,400.0,,,500.0,,3900.0,,,,,,2797724,2
105495.0,,,,104594.0,104594.0,,,107841.0,,,15531.0,,,,7222.0,7342.0,,,14503.0,,,2018-10-05 09:18:14,2300.0,,,,,29900.0,,,2500.0,,,369192,7
7818.0,,,,7789.0,7789.0,,6716.0,7525.0,,7585.0,3297.0,,,,1981.0,2161.0,,2031.0,2745.0,,2327.0,2018-10-27 13:20:37,200.0,,,,,3000.0,,,500.0,,300.0,1485103,9
,,,10034.0,9253.0,9253.0,,9213.0,,,9383.0,,,,1877.0,2004.0,2304.0,,2787.0,,,2227.0,2018-11-17 16:30:04,,,,400.0,,3700.0,,,,,400.0,2847283,2
3222.0,,,2729.0,2957.0,2957.0,2505.0,2715.0,,,,1743.0,,,1700.0,430.0,670.0,2175.0,819.0,,,,2018-11-08 10:29:49,200.0,,,300.0,,1300.0,,,,,,1070615,2
,,,7017.0,8518.0,8518.0,,5975.0,6255.0,,7302.0,,,,1970.0,1011.0,1191.0,,1806.0,2387.0,,1644.0,2018-11-01 19:31:37,,,,300.0,,2500.0,,,500.0,,300.0,2617776,2
,,9363.0,,8437.0,8437.0,,8198.0,8366.0,,,,,3271.0,,1734.0,2034.0,,2478.0,3050.0,,,2018-11-14 11:32:38,,,500.0,,,2600.0,,,500.0,,,2409529,7
,,,16079.0,19207.0,19207.0,,,,,,,,,2582.0,2933.0,3173.0,,,,,,2018-10-04 16:41:06,,,,500.0,,5500.0,,,,,,283526,2
,45724.0,,34892.0,30370.0,30370.0,,,34922.0,,34925.0,,4382.0,,4504.0,3554.0,3734.0,,,4730.0,,4123.0,2018-11-24 11:05:17,,4800.0,,3000.0,,10200.0,,,3200.0,,3000.0,3379011,10
6612.0,,,9187.0,7033.0,7033.0,,6451.0,,,,3212.0,,,3309.0,1940.0,2240.0,,1947.0,,,,2018-10-04 12:11:32,200.0,,,400.0,,2700.0,,,,,,278987,3
,,,,1075.0,,719.0,1131.0,,,,,,,,267.0,,693.0,340.0,,,,2018-10-11 07:25:52,,,,,,,,,,,,1955324,5
,,,9251.0,8888.0,8888.0,,7670.0,11484.0,,,,,,2776.0,893.0,893.0,,2320.0,3417.0,,,2018-11-14 06:17:02,,,,400.0,,2700.0,,,900.0,,,2414548,2
,,,27476.0,27663.0,27663.0,,,,,27660.0,,,,3088.0,5789.0,6029.0,,,,,3138.0,2018-11-29 08:24:58,,,,600.0,,11800.0,,,,,600.0,1828872,2
3604.0,,,,4071.0,4071.0,2844.0,3059.0,,,,1584.0,,,,589.0,769.0,2646.0,923.0,,,,2018-10-29 18:53:48,200.0,,,,,1300.0,,,,,,822395,1
9840.0,12654.0,,,10443.0,10443.0,,9822.0,10598.0,,10567.0,3456.0,2398.0,,,2274.0,2574.0,,2971.0,2677.0,,1890.0,2018-11-24 17:28:04,200.0,1700.0,,,,4000.0,,,600.0,,400.0,3343077,7
2040.0,,,,1475.0,1475.0,1398.0,1402.0,,,,1661.0,,,,562.0,862.0,1255.0,422.0,,,,2018-11-28 07:25:22,200.0,,,,,1300.0,,,,,,1546946,6
,,,,8592.0,8592.0,,7356.0,10895.0,,,,,,,1606.0,1846.0,,2220.0,3133.0,,,2018-11-18 16:01:13,,,,,,2800.0,,,600.0,,,2094860,7
5267.0,,,,6084.0,6084.0,4445.0,4451.0,,,,2781.0,,,,911.0,1091.0,4116.0,1341.0,,,,2018-11-12 00:57:36,200.0,,,,,2200.0,,,,,,1017817,1
42627.0,,,38813.0,35191.0,35191.0,,,,,,7812.0,,,6315.0,3082.0,3262.0,,,,,,2018-11-08 20:23:02,1100.0,,,700.0,,11400.0,,,,,,1064121,2
,,,,37962.0,37962.0,,,38993.0,,,,,,,2605.0,2725.0,,,8211.0,,,2018-10-21 06:58:35,,,,,,10100.0,,,900.0,,,2691475,7
11250.0,13015.0,,11928.0,11062.0,11062.0,,,,,12055.0,4837.0,2785.0,,3166.0,2524.0,2644.0,,,,,2837.0,2018-11-22 11:21:35,400.0,1700.0,,400.0,,3700.0,,,,,400.0,1220531,10
,,,,1412.0,,905.0,914.0,,,,,,,,359.0,,771.0,274.0,,,,2018-10-28 15:23:14,,,,,,,,,,,,616154,5
3769.0,,6060.0,,3706.0,3706.0,2877.0,2913.0,,,,2240.0,,2258.0,,688.0,868.0,2531.0,878.0,,,,2018-10-14 07:04:56,200.0,,500.0,,,1300.0,,,,,,2019488,1
49271.0,,,,46240.0,46240.0,,,56020.0,,,8686.0,,,,3602.0,3842.0,,,9025.0,,,2018-11-17 07:53:47,1200.0,,,,,13300.0,,,1200.0,,,2877011,7
,,,,16134.0,16134.0,,,17758.0,,,,,,,4129.0,4129.0,,,3933.0,,,2018-10-29 18:12:14,,,,,,7200.0,,,700.0,,,822384,7
11623.0,,,13093.0,12517.0,12517.0,,,,,13539.0,3785.0,,,2906.0,1516.0,1696.0,,,,,2810.0,2018-10-17 10:52:57,300.0,,,400.0,,3300.0,,,,,400.0,247567,9
10340.0,,,,7421.0,7421.0,,7441.0,,9860.0,,4635.0,,,,1356.0,1656.0,,2250.0,,3487.0,,2018-11-28 09:41:08,400.0,,,,,2700.0,,,,1600.0,,1554147,1
42426.0,47624.0,,,42329.0,42329.0,,,49584.0,,,12122.0,5858.0,,,4607.0,4847.0,,,8109.0,,,2018-10-12 17:28:10,900.0,4600.0,,,,15400.0,,,900.0,,,2637299,7
,,29147.0,,27918.0,27918.0,,,29845.0,,,,,5609.0,,2990.0,3230.0,,,6449.0,,,2018-10-31 07:29:58,,,700.0,,,8600.0,,,2000.0,,,95863,7
15007.0,,,17814.0,15414.0,15414.0,,,,,18545.0,5978.0,,,3911.0,3579.0,3819.0,,,,,3749.0,2018-11-23 16:54:48,300.0,,,500.0,,7700.0,,,,,500.0,559380,2
3198.0,,,,3458.0,3458.0,2610.0,2776.0,,,,2668.0,,,,476.0,716.0,2264.0,838.0,,,,2018-11-22 10:21:19,400.0,,,,,1300.0,,,,,,1225252,1
13590.0,,,,13427.0,13427.0,,,15965.0,,18085.0,4105.0,,,,1382.0,1682.0,,,4713.0,,3579.0,2018-10-24 07:04:16,300.0,,,,,3800.0,,,600.0,,500.0,963951,1
,,,12631.0,15454.0,15454.0,,,10479.0,,13190.0,,,,2339.0,3065.0,3365.0,,,2791.0,,2249.0,2018-11-10 17:44:30,,,,400.0,,5100.0,,,600.0,,400.0,45504,2
25596.0,,,,26041.0,26041.0,,,28439.0,28251.0,,6320.0,,,,2664.0,2784.0,,,6044.0,4384.0,,2018-11-27 11:58:45,700.0,,,,,6600.0,,,900.0,3000.0,,1055401,7
,,,,2075.0,,638.0,936.0,,,,,,,,744.0,,605.0,280.0,,,,2018-10-10 18:47:19,,,,,,,,,,,,2367183,5
16075.0,,,,16190.0,16190.0,,,17036.0,,18409.0,5924.0,,,,2139.0,2319.0,,,3823.0,,3325.0,2018-11-15 15:42:22,400.0,,,,,4600.0,,,700.0,,500.0,691452,7
18443.0,,,,20532.0,20532.0,,,18127.0,,,5706.0,,,,1768.0,2068.0,,,5109.0,,,2018-10-08 18:29:42,500.0,,,,,5800.0,,,600.0,,,127175,7
,,,,62077.0,62077.0,,,62128.0,,,,,,,3574.0,3874.0,,,7702.0,,,2018-10-17 22:50:32,,,,,,19200.0,,,2600.0,,,249665,3
7340.0,,,8595.0,7190.0,7190.0,,7076.0,,,8548.0,2146.0,,,2264.0,762.0,1062.0,,2143.0,,,2072.0,2018-11-28 15:38:15,200.0,,,400.0,,1800.0,,,,,400.0,1527890,1
21850.0,,,,18679.0,18679.0,,,23455.0,,,7153.0,,,,2618.0,2858.0,,,6104.0,,,2018-10-06 15:23:14,500.0,,,,,5900.0,,,900.0,,,2909035,3
,,,9573.0,9935.0,9935.0,,9293.0,,,9906.0,,,,2145.0,1187.0,1307.0,,2810.0,,,1970.0,2018-11-27 12:31:04,,,,400.0,,2500.0,,,,,400.0,1035554,2
,20546.0,,19342.0,21696.0,21696.0,,,19702.0,,19420.0,,3311.0,,4029.0,3556.0,3796.0,,,3921.0,,3409.0,2018-10-23 15:17:56,,2300.0,,500.0,,5500.0,,,700.0,,500.0,1661470,10
4226.0,,4882.0,,3410.0,3410.0,3411.0,3411.0,4712.0,,,2745.0,,2328.0,,878.0,998.0,2962.0,1031.0,2338.0,,,2018-10-08 17:24:26,200.0,,500.0,,,1900.0,,,500.0,,,132325,11
34876.0,,,,29869.0,29869.0,,,36867.0,,,8406.0,,,,2202.0,2322.0,,,7122.0,,,2018-10-26 06:22:21,800.0,,,,,8600.0,,,1000.0,,,3130187,7
8079.0,,,10682.0,11685.0,11685.0,,8057.0,,,10882.0,3548.0,,,3655.0,3405.0,3585.0,,2432.0,,,3221.0,2018-11-09 15:57:13,400.0,,,400.0,,3300.0,,,,,400.0,477009,9
12914.0,,,,15350.0,,,,,,,3559.0,,,,2098.0,,,,,,,2018-11-12 09:59:39,300.0,,,,,,,,,,,1009539,1
14644.0,15446.0,,18739.0,15545.0,15545.0,,,,,18744.0,5466.0,3661.0,,4009.0,2284.0,2464.0,,,,,3519.0,2018-11-10 13:07:06,500.0,2400.0,,500.0,,5300.0,,,,,500.0,25503,9
4624.0,,,5269.0,4904.0,4904.0,4180.0,4423.0,,,,2073.0,,,1481.0,993.0,1233.0,3770.0,1335.0,,,,2018-11-25 14:17:03,200.0,,,300.0,,2400.0,,,,,,3262784,2
,,,,23400.0,23400.0,,,22878.0,,,,,,,2368.0,2548.0,,,3307.0,,,2018-10-23 10:58:50,,,,,,5300.0,,,3000.0,,,1667683,7
,,6463.0,,5100.0,,927.0,927.0,4181.0,,,,,2684.0,,890.0,,794.0,280.0,2649.0,,,2018-10-01 18:16:30,,,500.0,,,,,,500.0,,,743528,5
,,,,7288.0,7288.0,,7267.0,9082.0,,8304.0,,,,,1289.0,1349.0,,2196.0,2499.0,,1707.0,2018-10-27 09:17:29,,,,,,2500.0,,,600.0,,400.0,1486247,4
,,,11165.0,1.0,1.0,,,15004.0,,,,,,2445.0,1.0,120.0,,,3361.0,,,2018-10-27 10:09:02,,,,400.0,,3700.0,,,700.0,,,1507248,2
,19179.0,,19127.0,19757.0,19757.0,,,,,,,2920.0,,2886.0,2069.0,2069.0,,,,,,2018-11-07 22:10:57,,2500.0,,500.0,,6200.0,,,,,,3202601,2
,,,,46865.0,46865.0,,,54788.0,,,,,,,4325.0,4505.0,,,9512.0,,,2018-11-14 16:49:28,,,,,,15200.0,,,1200.0,,,2396239,7
30065.0,,,31248.0,30002.0,30002.0,,,,30033.0,31074.0,5573.0,,,5412.0,2192.0,2492.0,,,,4871.0,4701.0,2018-10-29 23:00:05,800.0,,,600.0,,9600.0,,,,1900.0,600.0,813258,3
14833.0,14128.0,,15697.0,13912.0,13912.0,,,,,15550.0,4325.0,2453.0,,3320.0,1412.0,1532.0,,,,,2864.0,2018-11-27 20:08:30,500.0,1700.0,,500.0,,4300.0,,,,,500.0,1045197,2
16273.0,,,21072.0,16944.0,16944.0,,,,,21053.0,5643.0,,,4374.0,2260.0,2260.0,,,,,4231.0,2018-11-21 18:50:28,300.0,,,500.0,,5000.0,,,,,500.0,3195982,3
,,,,21506.0,21506.0,,,21683.0,,,,,,,3162.0,3462.0,,,4142.0,,,2018-11-04 15:37:55,,,,,,6900.0,,,700.0,,,1706289,7
,,,,,,752.0,,,,,,,,,,,703.0,,,,,2018-10-03 18:00:47,,,,,,,,,,,,1567509,5
,,,19496.0,20005.0,20005.0,,,,,,,,,2484.0,3232.0,3412.0,,,,,,2018-11-27 09:40:31,,,,500.0,,6800.0,,,,,,1050292,2
10845.0,10277.0,,,11851.0,11851.0,,9021.0,9841.0,,9494.0,3549.0,2142.0,,,2449.0,2689.0,,2724.0,3207.0,,2421.0,2018-10-13 12:43:57,300.0,1700.0,,,,4300.0,,,600.0,,400.0,2267587,9
70795.0,,,,,75336.0,,,70584.0,,,8707.0,,,,,6415.0,,,8802.0,,,2018-10-05 08:28:54,1500.0,,,,,22900.0,,,1800.0,,,379296,1
11236.0,,,,11350.0,11350.0,,,,,,2750.0,,,,1139.0,1319.0,,,,,,2018-10-13 20:45:51,400.0,,,,,3500.0,,,,,,2253262,3
3525.0,,,4239.0,3748.0,3748.0,2424.0,2792.0,,,,1983.0,,,1975.0,851.0,1151.0,2113.0,838.0,,,,2018-11-11 10:14:58,200.0,,,300.0,,1300.0,,,,,,593921,2
3526.0,,,,1685.0,1685.0,1402.0,1683.0,,,,2281.0,,,,257.0,497.0,1259.0,508.0,,,,2018-11-24 15:25:03,400.0,,,,,1300.0,,,,,,3347839,6
,,,34272.0,37695.0,37695.0,,,,,,,,,2869.0,4014.0,4014.0,,,,,,2018-11-02 15:57:54,,,,700.0,,11200.0,,,,,,2979822,2
,,,,22481.0,22481.0,,,21485.0,,21058.0,,,,,2094.0,2394.0,,,3896.0,,3251.0,2018-11-04 23:16:03,,,,,,7300.0,,,700.0,,500.0,1745576,3
13701.0,14617.0,,14666.0,15144.0,15144.0,,,,,14666.0,4827.0,2589.0,,3316.0,1492.0,1672.0,,,,,3116.0,2018-10-23 15:16:33,400.0,1700.0,,500.0,,3500.0,,,,,500.0,1670522,4
6830.0,,,,4822.0,4822.0,4759.0,4849.0,,,,2785.0,,,,975.0,1095.0,4305.0,1462.0,,,,2018-10-13 13:12:05,200.0,,,,,2000.0,,,,,,2230817,1
34777.0,,,,29669.0,29669.0,,,34999.0,,,8235.0,,,,3382.0,3442.0,,,5901.0,,,2018-11-28 10:47:13,800.0,,,,,8300.0,,,800.0,,,1529712,7
15718.0,16475.0,,,17933.0,17933.0,,,16062.0,,,6291.0,4166.0,,,3945.0,3945.0,,,4511.0,,,2018-11-14 08:36:51,500.0,2300.0,,,,7900.0,,,700.0,,,2422216,7
,,,,56611.0,56611.0,,,64453.0,,,,,,,5211.0,5511.0,,,8645.0,,,2018-11-13 08:44:21,,,,,,18700.0,,,1600.0,,,1906484,7
17255.0,21636.0,,,17774.0,17774.0,,,22214.0,,21780.0,4181.0,3205.0,,,1872.0,2052.0,,,4422.0,,3972.0,2018-10-31 10:48:35,400.0,2500.0,,,,4600.0,,,700.0,,500.0,94076,10
